task,input,output,possible_outputs
word_in_context,Sentence 1: In the year 1920. Sentence 2: She is 4 years old. Word: year,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The development of Alaskan resources. Sentence 2: Such land is practical for small park developments. Word: development,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: I take it you're not going? Sentence 2: He was often taken to be a man of means. Word: take,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: His body was in rebellion against fatigue. Sentence 2: Each generation must have its own rebellion. Word: rebellion,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He placed a phone call to London. Sentence 2: I received several calls today. Word: call,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: It worked up to right now. Sentence 2: Now is a good time to do it. Word: now,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Suffer a terrible fate. Sentence 2: His grades suffered. Word: suffer,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: We had a wonderful time at the party. Sentence 2: He had a time holding back the tears. Word: time,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: A reduction in the assessment per head of sheep. Sentence 2: He was at the head of the column. Word: head,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: I mean no harm. Sentence 2: I didn't mean to knock your tooth out. Word: mean,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: I think that he is her boyfriend. Sentence 2: I think he is very smart. Word: think,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: I want to get there early; let's roll. Sentence 2: The cameras were rolling. Word: roll,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: I can not bear his constant criticism. Sentence 2: She is bearing his child. Word: bear,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Dew dripped from the face of the leaf. Sentence 2: Why the sad face? Word: face,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Follow the trail. Sentence 2: Follow a pattern. Word: follow,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Pull the oars. Sentence 2: Pull the ball. Word: pull,not the same,"['not the same', 'no', 'false']"
word_in_context,"Sentence 1: A shared line. Sentence 2: Please speak up, the line is very faint. Word: line",same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: His friendship was a comfort. Sentence 2: A padded chair was one of the room's few comforts. Word: comfort,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Cut a Ping-Pong ball. Sentence 2: Cut paper dolls. Word: cut,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: When will the meeting be? Sentence 2: The woman is walking. Word: be,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Her hair doesn't grow much anymore. Sentence 2: Corn doesn't grow here. Word: grow,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: There's no place like home. Sentence 2: The teacher asked how many people made up his home. Word: home,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: We must follow closely the economic development is Cuba. Sentence 2: Please follow the guide through the museum. Word: follow,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Wear one's hair in a certain way. Sentence 2: She wore a smile all day. Word: wear,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Please tell me how to do it. Sentence 2: I tell you that man is a crook! Word: tell,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Leave the flowers that you see in the park behind. Sentence 2: Leave it as is. Word: leave,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: We hope you never have to suffer the same pain. Sentence 2: Many saints suffered martyrdom. Word: suffer,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: His date never stopped talking. Sentence 2: We haven't heard from them to date. Word: date,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Sanitize a document before releasing it to the press. Sentence 2: Sanitize history. Word: sanitize,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Gather the close family members. Sentence 2: Gather some stones. Word: gather,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: I lost my locket in this patch of grass here. Sentence 2: Doesn't that patch of clouds looks like a bunny? Word: patch,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Have a feeling. Sentence 2: What do we have here? Word: have,not the same,"['not the same', 'no', 'false']"
word_in_context,"Sentence 1: Your wish will come true. Sentence 2: The bill came to $2,000. Word: come",not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: He threw the ball into the air. Sentence 2: Her hand stopped in mid air. Word: air,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: A comedy series. Sentence 2: His coin collection included the complete series of Indian-head pennies. Word: series,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Did you catch a cold? Sentence 2: The fashion did not catch. Word: catch,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Brim a cup to good fellowship. Sentence 2: The room brimmed with people. Word: brim,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A body of law. Sentence 2: A body of precedents. Word: body,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The key to solving this problem is persistence. Sentence 2: The key to development is economic integration. Word: key,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: A life of luxury and ease. Sentence 2: He passed all the exams with ease. Word: ease,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: He had an unruly shock of black hair. Sentence 2: The train hit the buffers with a great shock. Word: shock,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The complex machinery of negotiation. Sentence 2: The machinery of command labored and brought forth an order. Word: machinery,same,"['same', 'yes', 'true']"
word_in_context,"Sentence 1: I won't have this dog in my house! Sentence 2: Have, throw, or make a party. Word: have",not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A unit of wheat is a bushel. Sentence 2: The centimetre is a unit of length. Word: unit,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: We could always call on a friend. Sentence 2: The engineer called round whilst you were away. Word: call,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: He can hold his liquor. Sentence 2: The auditorium can't hold more than 500 people. Word: hold,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A leak in a roof. Sentence 2: He had to clean up the leak. Word: leak,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: It took more than half my time. Sentence 2: I didn't have time to finish. Word: time,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Your wish will come true. Sentence 2: Next came the student from France. Word: come,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: They were an angry lot. Sentence 2: Lots of people think so. Word: lot,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: What did you get at the toy store? Sentence 2: Get someone mad. Word: get,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: He was ejected for protesting the call. Sentence 2: After two raises there was a call. Word: call,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The power of his love saved her. Sentence 2: The deterrent power of nuclear weapons. Word: power,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Fall into a trap. Sentence 2: She fell to pieces after she lost her work. Word: fall,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Bear news. Sentence 2: Bear gifts. Word: bear,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Gather the close family members. Sentence 2: Be careful not to stretch or gather your knitting. Word: gather,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: You need to learn to be more tolerant of difference. Sentence 2: It just won't make much of a difference to anyone. Word: difference,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The boat beat in the strong wind. Sentence 2: I beat the traffic. Word: beat,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The movement of cargo onto the vessel. Sentence 2: He had a bowel movement. Word: movement,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The judge leniently granted a sentence with no hard time. Sentence 2: He had a time holding back the tears. Word: time,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: There will be a charge of five dollars. Sentence 2: The admission charge. Word: charge,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: He failed to get the Black vote. Sentence 2: American women got the vote in 1920. Word: vote,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: She made the boy brush his teeth every night. Sentence 2: The baby was a boy. Word: boy,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: We don't garage our car. Sentence 2: We garaged the convertible during the monsoon months. Word: garage,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: She has a glib tongue. Sentence 2: Tongues of flame licked at the walls. Word: tongue,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: John's attendance for the conventions was not good. Sentence 2: Attendance was up by 50 per cent. Word: attendance,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The facts had been brought to the surface. Sentence 2: Three quarters of the Earth's surface is covered by water. Word: surface,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: To blow a horse. Sentence 2: Blow now! Word: blow,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: He's in the plumbing game. Sentence 2: The game is 6 all. Word: game,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: There's a $15 cover tonight. Sentence 2: They made a cover of a Beatles' song. Word: cover,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Marriage was scarcely his dish. Sentence 2: She prepared a special dish for dinner. Word: dish,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: I carry these thoughts in the back of my head. Sentence 2: I carry a lot of life insurance. Word: carry,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: I know it's time. Sentence 2: He knows about 19th century politics. Word: know,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: Boys in the village have probably been shooting vermin. Sentence 2: Cereals must be protected from mice and other vermin. Word: vermin,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: It will pay to wait. Sentence 2: He paid me 5000 pounds for the car. Word: pay,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: Stay alone. Sentence 2: I can only stay for an hour. Word: stay,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: The annual report has been my baby since September. Sentence 2: When is your baby due? Word: baby,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: A bald spot. Sentence 2: A leopard's spots. Word: spot,same,"['same', 'yes', 'true']"
word_in_context,"Sentence 1: He stepped into the light. Sentence 2: Hey, buddy, you got a light? Word: light",not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: You must carry your camping gear. Sentence 2: Amanda carried the package. Word: carry,same,"['same', 'yes', 'true']"
word_in_context,"Sentence 1: ""Can he reach?"" ""The chair must not touch the wall."" Sentence 2: The local Mafia won't touch gambling. Word: touch",not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: To admit a serious thought into the mind. Sentence 2: A ticket admits one into a playhouse. Word: admit,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: There were allegations of the withholding of evidence. Sentence 2: I resented his withholding permission. Word: withholding,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: These shoes come in three colors. Sentence 2: He came through the door. Word: come,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: The house gave me a feeling of dread. Sentence 2: He had terrible feelings of guilt. Word: feeling,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: I drive to work every day. Sentence 2: We drove to the university every morning. Word: drive,same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: We sat around the fire singing songs and telling stories. Sentence 2: Barbecue over an open fire. Word: fire,not the same,"['not the same', 'no', 'false']"
word_in_context,Sentence 1: They serve a restricted role on the bench. Sentence 2: The minister served the King for many years. Word: serve,not the same,"['not the same', 'no', 'false']"
word_in_context,"Sentence 1: Keep my seat, please. Sentence 2: Keep my job for me while I give birth. Word: keep",same,"['same', 'yes', 'true']"
word_in_context,"Sentence 1: He managed to wash out the stains. Sentence 2: The car is so dirty, we need to wash it. Word: wash",same,"['same', 'yes', 'true']"
word_in_context,Sentence 1: We serve meals for the homeless. Sentence 2: The President's wisdom has served the country well. Word: serve,not the same,"['not the same', 'no', 'false']"
